Ore Name,ItemStack,Item ID,Display Name,Wildcard
dustBronze,1xitem.metal.item.base.dust@3,Metallurgy:base.dust,Bronze Dust,false
dustCalcifiedAsh,1xitem.calcifiedAsh@0,ashenwheat:calcifiedAsh,Calcified Ash,false
dustCarmot,1xitem.metal.item.fantasy.dust@6,Metallurgy:fantasy.dust,Carmot Dust,false
dustCelenegil,1xitem.metal.item.fantasy.dust@12,Metallurgy:fantasy.dust,Celenegil Dust,false
dustCeruclase,1xitem.metal.item.nether.dust@5,Metallurgy:nether.dust,Ceruclase Dust,false
dustCharcoal,1xitem.thermalfoundation.material@3,ThermalFoundation:material,Pulverized Charcoal,false
dustCoal,1xitem.thermalfoundation.material@2,ThermalFoundation:material,Pulverized Coal,false
dustCoal,1xitem.item.powder@10,RotaryCraft:rotarycraft_item_powders,Coal Dust,false
dustCobalt,1xitem.tconstruct.Materials@39,TConstruct:materials,Cobalt Dust,false
dustCopper,1xitem.thermalfoundation.material@32,ThermalFoundation:material,Pulverized Copper,false
dustCopper,1xitem.metal.item.base.dust@0,Metallurgy:base.dust,Copper Dust,false
dustCryotheum,1xitem.thermalfoundation.material@513,ThermalFoundation:material,Cryotheum Dust,false
dustDamascusSteel,1xitem.metal.item.base.dust@5,Metallurgy:base.dust,Damascus Steel Dust,false
dustDeepIron,1xitem.metal.item.fantasy.dust@1,Metallurgy:fantasy.dust,Deep Iron Dust,false
dustDesichalkos,1xitem.metal.item.ender.dust@2,Metallurgy:ender.dust,Desichalkos Dust,false
dustDiamond,1xitem.item.crafting@1,ElectriCraft:electricraft_item_crafting,Diamond Dust,false
dustElectrum,1xitem.thermalfoundation.material@39,ThermalFoundation:material,Electrum Blend,false
dustElectrum,1xitem.metal.item.precious.dust@4,Metallurgy:precious.dust,Electrum Dust,false
dustEnderium,1xitem.thermalfoundation.material@44,ThermalFoundation:material,Enderium Blend,false
dustEximite,1xitem.metal.item.ender.dust@0,Metallurgy:ender.dust,Eximite Dust,false
dustGalena,1xitem.item.modingots@5,RotaryCraft:rotarycraft_item_modingots,Galena Dust,false
dustGlowstone,1xitem.yellowDust@0,minecraft:glowstone_dust,Glowstone Dust,false
dustGold,1xitem.thermalfoundation.material@1,ThermalFoundation:material,Pulverized Gold,false
dustGold,1xitem.metal.item.vanilla.dust@0,Metallurgy:vanilla.dust,Gold Dust,false
dustHaderoth,1xitem.metal.item.fantasy.dust@10,Metallurgy:fantasy.dust,Haderoth Dust,false
dustHepatizon,1xitem.metal.item.base.dust@4,Metallurgy:base.dust,Hepatizon Dust,false
dustIgnatius,1xitem.metal.item.nether.dust@0,Metallurgy:nether.dust,Ignatius Dust,false
dustInfuscolium,1xitem.metal.item.fantasy.dust@2,Metallurgy:fantasy.dust,Infuscolium Dust,false
dustInolashite,1xitem.metal.item.nether.dust@11,Metallurgy:nether.dust,Inolashite Dust,false
dustInvar,1xitem.thermalfoundation.material@40,ThermalFoundation:material,Invar Blend,false
dustIron,1xitem.thermalfoundation.material@0,ThermalFoundation:material,Pulverized Iron,false
dustIron,1xitem.metal.item.vanilla.dust@1,Metallurgy:vanilla.dust,Iron Dust,false
dustKalendrite,1xitem.metal.item.nether.dust@7,Metallurgy:nether.dust,Kalendrite Dust,false
dustLapis,1xitem.item.crafting@0,ElectriCraft:electricraft_item_crafting,Lapis Dust,false
dustLead,1xitem.thermalfoundation.material@35,ThermalFoundation:material,Pulverized Lead,false
dustLemurite,1xitem.metal.item.nether.dust@2,Metallurgy:nether.dust,Lemurite Dust,false
dustLumium,1xitem.thermalfoundation.material@43,ThermalFoundation:material,Lumium Blend,false
dustMagnesium,1xitem.metal.item.utility.item@3,Metallurgy:utility.item,Magnesium,false
dustManganese,1xitem.metal.item.base.dust@2,Metallurgy:base.dust,Manganese Dust,false
dustManyullyn,1xitem.tconstruct.Materials@41,TConstruct:materials,Manyullyn Dust,false
dustMeutoite,1xitem.metal.item.ender.dust@1,Metallurgy:ender.dust,Meutoite Dust,false
dustMidasium,1xitem.metal.item.nether.dust@3,Metallurgy:nether.dust,Midasium Dust,false
dustMithril,1xitem.thermalfoundation.material@38,ThermalFoundation:material,Pulverized Mana Infused Metal,false
dustMithril,1xitem.metal.item.fantasy.dust@7,Metallurgy:fantasy.dust,Mithril Dust,false
dustNetherQuartz,1xitem.item.crafting@2,ElectriCraft:electricraft_item_crafting,Quartz Dust,false
dustNetherrack,1xitem.item.powder@0,RotaryCraft:rotarycraft_item_powders,Netherrack Dust,false
dustNickel,1xitem.thermalfoundation.material@36,ThermalFoundation:material,Pulverized Ferrous Metal,false
dustNikolite,1xitem.item.modingots@22,RotaryCraft:rotarycraft_item_modingots,Nikolite Dust,false
dustNikolite,1xitem.item.modingots@40,RotaryCraft:rotarycraft_item_modingots,Nether Nikolite Dust,false
dustObsidian,1xitem.thermalfoundation.material@4,ThermalFoundation:material,Pulverized Obsidian,false
dustOrichalcum,1xitem.metal.item.fantasy.dust@11,Metallurgy:fantasy.dust,Orichalcum Dust,false
dustOureclase,1xitem.metal.item.fantasy.dust@4,Metallurgy:fantasy.dust,Oureclase Dust,false
dustPhosphorus,1xitem.metal.item.utility.item@1,Metallurgy:utility.item,Phosphorus,false
dustPlatinum,1xitem.thermalfoundation.material@37,ThermalFoundation:material,Pulverized Shiny Metal,false
dustPlatinum,1xitem.metal.item.precious.dust@2,Metallurgy:precious.dust,Platinum Dust,false
dustPotash,1xitem.metal.item.utility.item@5,Metallurgy:utility.item,Potash,false
dustPrometheum,1xitem.metal.item.fantasy.dust@0,Metallurgy:fantasy.dust,Prometheum Dust,false
dustPyrite,1xitem.item.modingots@55,RotaryCraft:rotarycraft_item_modingots,Pyrite Dust,false
dustPyrotheum,1xitem.thermalfoundation.material@512,ThermalFoundation:material,Pyrotheum Dust,false
dustQuantum,1xitem.item.modingots@69,RotaryCraft:rotarycraft_item_modingots,Quantum Dust,false
dustQuicklime,1xitem.RawMaterials@4,ReactorCraft:reactorcraft_item_raw,Quicklime,false
dustQuicksilver,1xitem.metal.item.fantasy.dust@9,Metallurgy:fantasy.dust,Quicksilver Dust,false
dustRedstone,1xitem.redstone@0,minecraft:redstone,Redstone,false
dustRedstone,1xitem.item.modingots@31,RotaryCraft:rotarycraft_item_modingots,Nether Redstone Dust,false
dustRubracium,1xitem.metal.item.fantasy.dust@8,Metallurgy:fantasy.dust,Rubracium Dust,false
dustSalt,1xitem.saltItem@0,harvestcraft:saltItem,Salt,false
dustSalt,1xitem.item.powder@5,RotaryCraft:rotarycraft_item_powders,Salt,false
dustSaltpeter,1xitem.thermalfoundation.material@17,ThermalFoundation:material,Niter,false
dustSaltpeter,1xitem.metal.item.utility.item@2,Metallurgy:utility.item,Saltpeter,false
dustSaltpeter,1xitem.item.modingots@20,RotaryCraft:rotarycraft_item_modingots,Saltpeter Dust,false
dustSaltpeter,1xitem.item.modingots@83,RotaryCraft:rotarycraft_item_modingots,Nether Saltpeter Dust,false
dustSanguinite,1xitem.metal.item.nether.dust@9,Metallurgy:nether.dust,Sanguinite Dust,false
dustShadowIron,1xitem.metal.item.nether.dust@1,Metallurgy:nether.dust,Shadow Iron Dust,false
dustShadowSteel,1xitem.metal.item.nether.dust@10,Metallurgy:nether.dust,Shadow Steel Dust,false
dustSignalum,1xitem.thermalfoundation.material@42,ThermalFoundation:material,Signalum Blend,false
dustSilver,1xitem.thermalfoundation.material@34,ThermalFoundation:material,Pulverized Silver,false
dustSilver,1xitem.metal.item.precious.dust@1,Metallurgy:precious.dust,Silver Dust,false
dustSoulSand,1xitem.item.powder@1,RotaryCraft:rotarycraft_item_powders,Tar Sand,false
dustSteel,1xitem.metal.item.base.dust@7,Metallurgy:base.dust,Steel Dust,false
dustSulfur,1xitem.thermalfoundation.material@16,ThermalFoundation:material,Sulfur,false
dustSulfur,1xitem.metal.item.utility.item@0,Metallurgy:utility.item,Sulfur,false
dustSulfur,1xitem.item.modingots@48,RotaryCraft:rotarycraft_item_modingots,Sulfur Dust,false
dustSulfur,1xitem.item.modingots@76,RotaryCraft:rotarycraft_item_modingots,Nether Sulfur Dust,false
dustTartarite,1xitem.metal.item.fantasy.dust@15,Metallurgy:fantasy.dust,Tartarite Dust,false
dustTeslatite,1xitem.item.modingots@81,RotaryCraft:rotarycraft_item_modingots,Teslatite Dust,false
dustTin,1xitem.thermalfoundation.material@33,ThermalFoundation:material,Pulverized Tin,false
dustTin,1xitem.metal.item.base.dust@1,Metallurgy:base.dust,Tin Dust,false
dustTungsten,1xitem.item.modingots@21,RotaryCraft:rotarycraft_item_modingots,Tungsten Dust,false
dustUnstableSoot,1xitem.unstableSoot@0,ashenwheat:unstableSoot,Unstable Soot,false
dustVinteum,1xitem.item.modingots@59,RotaryCraft:rotarycraft_item_modingots,Vinteum Dust,false
dustVulcanite,1xitem.metal.item.nether.dust@8,Metallurgy:nether.dust,Vulcanite Dust,false
dustVyroxeres,1xitem.metal.item.nether.dust@4,Metallurgy:nether.dust,Vyroxeres Dust,false
dustWood,1xitem.item.powder@3,RotaryCraft:rotarycraft_item_powders,Sawdust,false
dustZinc,1xitem.metal.item.precious.dust@0,Metallurgy:precious.dust,Zinc Dust,false
dye,1xitem.dyePowder@32767,minecraft:dye,(wildcard),true
dyeBlack,1xitem.dyePowder@0,minecraft:dye,Ink Sac,false
dyeBlack,1xitem.extrabiomes.dye@0,ExtrabiomesXL:extrabiomes.dye,Black Dye,false
dyeBlue,1xitem.dyePowder@4,minecraft:dye,Lapis Lazuli,false
dyeBlue,1xitem.extrabiomes.dye@1,ExtrabiomesXL:extrabiomes.dye,Blue Dye,false
dyeBlue,1xitem.barleyFood@8,Natura:barleyFood,Blue Dye,false
dyeBlue,1xitem.item.modingots@32,RotaryCraft:rotarycraft_item_modingots,Nether Lapis Item,false
dyeBlue,1xitem.item.modingots@54,RotaryCraft:rotarycraft_item_modingots,Sodalite Item,false
dyeBrown,1xitem.dyePowder@3,minecraft:dye,Cocoa Beans,false
dyeBrown,1xitem.extrabiomes.dye@2,ExtrabiomesXL:extrabiomes.dye,Brown Dye,false
dyeCyan,1xitem.dyePowder@6,minecraft:dye,Cyan Dye,false
dyeGray,1xitem.dyePowder@8,minecraft:dye,Gray Dye,false
dyeGreen,1xitem.dyePowder@2,minecraft:dye,Cactus Green,false
dyeLightBlue,1xitem.dyePowder@12,minecraft:dye,Light Blue Dye,false
dyeLightGray,1xitem.dyePowder@7,minecraft:dye,Light Gray Dye,false
dyeLime,1xitem.dyePowder@10,minecraft:dye,Lime Dye,false
dyeMagenta,1xitem.dyePowder@13,minecraft:dye,Magenta Dye,false
dyeOrange,1xitem.dyePowder@14,minecraft:dye,Orange Dye,false
dyePink,1xitem.dyePowder@9,minecraft:dye,Pink Dye,false
dyePurple,1xitem.dyePowder@5,minecraft:dye,Purple Dye,false
dyeRed,1xitem.dyePowder@1,minecraft:dye,Rose Red,false
dyeWhite,1xitem.dyePowder@15,minecraft:dye,Bone Meal,false
dyeWhite,1xitem.extrabiomes.dye@3,ExtrabiomesXL:extrabiomes.dye,White Dye,false
dyeYellow,1xitem.dyePowder@11,minecraft:dye,Dandelion Yellow,false
flintRod,1xitem.tconstruct.ToolRod@3,TConstruct:toolRod,Flint Tool Rod,false
flourEqualswheat,1xitem.wheat@0,minecraft:wheat,Wheat,false
flourEqualswheat,1xitem.flourItem@0,harvestcraft:flourItem,Flour,false
foodAnchovyraw,1xitem.anchovyrawItem@0,harvestcraft:anchovyrawItem,Raw Anchovy,false
foodApplecider,1xitem.appleciderItem@0,harvestcraft:appleciderItem,Apple Cider,false
foodApplejelly,1xitem.applejellyItem@0,harvestcraft:applejellyItem,Apple Jelly,false
foodApplejellysandwich,1xitem.applejellysandwichItem@0,harvestcraft:applejellysandwichItem,Apple Jelly Sandwich,false
foodApplejuice,1xitem.null@0,Growthcraft|Apples:grc.appleCider,Apple Cider,false
foodApplejuice,1xitem.applejuiceItem@0,harvestcraft:applejuiceItem,Apple Juice,false
foodApplepie,1xitem.applepieItem@0,harvestcraft:applepieItem,Apple Pie,false
foodApplesauce,1xitem.applesauceItem@0,harvestcraft:applesauceItem,Apple Sauce,false
foodAppleyogurt,1xitem.appleyogurtItem@0,harvestcraft:appleyogurtItem,Apple Yogurt,false
foodApricotglazedpork,1xitem.apricotglazedporkItem@0,harvestcraft:apricotglazedporkItem,Apricot Glazed Pork,false
foodApricotjelly,1xitem.apricotjellyItem@0,harvestcraft:apricotjellyItem,Apricot Jelly,false
foodApricotjellysandwich,1xitem.apricotjellysandwichItem@0,harvestcraft:apricotjellysandwichItem,Apricot Jelly Sandwich,false
foodApricotjuice,1xitem.apricotjuiceItem@0,harvestcraft:apricotjuiceItem,Apricot Juice,false
foodApricotsmoothie,1xitem.apricotsmoothieItem@0,harvestcraft:apricotsmoothieItem,Apricot Smoothie,false
foodApricotyogurt,1xitem.apricotyogurtItem@0,harvestcraft:apricotyogurtItem,Apricot Yogurt,false
foodAshenBread,1xitem.ashBread@0,ashenwheat:ashBread,Ashenwheat Bread,false
foodAshenCookie,1xitem.ashCookie@0,ashenwheat:ashCookie,Ashenwheat Cookie,false
foodAsparagusquiche,1xitem.asparagusquicheItem@0,harvestcraft:asparagusquicheItem,Asparagus Quiche,false
foodAsparagussoup,1xitem.asparagussoupItem@0,harvestcraft:asparagussoupItem,Asparagus Soup,false
foodAvocadoburrito,1xitem.avocadoburritoItem@0,harvestcraft:avocadoburritoItem,Avocado Burrito,false
foodBaconcheeseburger,1xitem.baconcheeseburgerItem@0,harvestcraft:baconcheeseburgerItem,Bacon Cheeseburger,false
foodBaconmushroomburger,1xitem.baconmushroomburgerItem@0,harvestcraft:baconmushroomburgerItem,Bacon Mushroom Burger,false
foodBaconwrappeddates,1xitem.baconwrappeddatesItem@0,harvestcraft:baconwrappeddatesItem,Bacon Wrapped Dates,false
foodBakedbeans,1xitem.bakedbeansItem@0,harvestcraft:bakedbeansItem,Baked Beans,false
foodBakedbeets,1xitem.bakedbeetsItem@0,harvestcraft:bakedbeetsItem,Baked Beets,false
foodBakedham,1xitem.bakedhamItem@0,harvestcraft:bakedhamItem,Baked Ham,false
foodBakedturnips,1xitem.bakedturnipsItem@0,harvestcraft:bakedturnipsItem,Baked Turnips,false
foodBaklava,1xitem.baklavaItem@0,harvestcraft:baklavaItem,Baklava,false
foodBamboosteamedrice,1xitem.bamboosteamedriceItem@0,harvestcraft:bamboosteamedriceItem,Bamboo Steamed Rice,false
foodBanananutbread,1xitem.banananutbreadItem@0,harvestcraft:banananutbreadItem,Banana Nut Bread,false
foodBananasmoothie,1xitem.bananasmoothieItem@0,harvestcraft:bananasmoothieItem,Banana Smoothie,false
foodBananasplit,1xitem.bananasplitItem@0,harvestcraft:bananasplitItem,Banana Split,false
foodBananayogurt,1xitem.bananayogurtItem@0,harvestcraft:bananayogurtItem,Banana Yogurt,false
foodBangersandmash,1xitem.bangersandmashItem@0,harvestcraft:bangersandmashItem,Bangers and Mash,false
foodBassraw,1xitem.bassrawItem@0,harvestcraft:bassrawItem,Raw Bass,false
foodBatter,1xitem.batterItem@0,harvestcraft:batterItem,Batter,false
foodBatteredsausage,1xitem.batteredsausageItem@0,harvestcraft:batteredsausageItem,Battered Sausage,false
foodBeanburrito,1xitem.beanburritoItem@0,harvestcraft:beanburritoItem,Bean Burrito,false
foodBeansandrice,1xitem.beansandriceItem@0,harvestcraft:beansandriceItem,Beans and Rice,false
foodBeansontoast,1xitem.beansontoastItem@0,harvestcraft:beansontoastItem,Beans on Toast,false
foodBeefjerky,1xitem.beefjerkyItem@0,harvestcraft:beefjerkyItem,Beef Jerky,false
foodBeefwellington,1xitem.beefwellingtonItem@0,harvestcraft:beefwellingtonItem,Beef Wellington,false
foodBeetburger,1xitem.beetburgerItem@0,harvestcraft:beetburgerItem,Beet Burger,false
foodBeetsalad,1xitem.beetsaladItem@0,harvestcraft:beetsaladItem,Beet Salad,false
foodBeetsoup,1xitem.beetsoupItem@0,harvestcraft:beetsoupItem,Beet Soup,false
foodBiscuit,1xitem.biscuitItem@0,harvestcraft:biscuitItem,Biscuit,false
foodBlackberrycobbler,1xitem.blackberrycobblerItem@0,harvestcraft:blackberrycobblerItem,Blackberry Cobbler,false
foodBlackberryjelly,1xitem.blackberryjellyItem@0,harvestcraft:blackberryjellyItem,Blackberry Jelly,false
foodBlackberryjellysandwich,1xitem.blackberryjellysandwichItem@0,harvestcraft:blackberryjellysandwichItem,Blackberry Jelly Sandwich,false
foodBlackberryjuice,1xitem.blackberryjuiceItem@0,harvestcraft:blackberryjuiceItem,Blackberry Juice,false
foodBlackberrysmoothie,1xitem.blackberrysmoothieItem@0,harvestcraft:blackberrysmoothieItem,Blackberry Smoothie,false
foodBlackberryyogurt,1xitem.blackberryyogurtItem@0,harvestcraft:blackberryyogurtItem,Blackberry Yogurt,false
foodBlackpepper,1xitem.blackpepperItem@0,harvestcraft:blackpepperItem,Black Pepper,false
foodBlt,1xitem.bltItem@0,harvestcraft:bltItem,BLT,false
foodBlueberryjelly,1xitem.blueberryjellyItem@0,harvestcraft:blueberryjellyItem,Blueberry Jelly,false
foodBlueberryjellysandwich,1xitem.blueberryjellysandwichItem@0,harvestcraft:blueberryjellysandwichItem,Blueberry Jelly Sandwich,false
foodBlueberryjuice,1xitem.blueberryjuiceItem@0,harvestcraft:blueberryjuiceItem,Blueberry Juice,false
foodBlueberrymuffin,1xitem.blueberrymuffinItem@0,harvestcraft:blueberrymuffinItem,Blueberry Muffin,false
foodBlueberrypancakes,1xitem.blueberrypancakesItem@0,harvestcraft:blueberrypancakesItem,Blueberry Pancakes,false
foodBlueberrypie,1xitem.blueberrypieItem@0,harvestcraft:blueberrypieItem,Blueberry Pie,false
foodBlueberrysmoothie,1xitem.blueberrysmoothieItem@0,harvestcraft:blueberrysmoothieItem,Blueberry Smoothie,false
foodBlueberryyogurt,1xitem.blueberryyogurtItem@0,harvestcraft:blueberryyogurtItem,Blueberry Yogurt,false
foodBoiledegg,1xitem.boiledeggItem@0,harvestcraft:boiledeggItem,Boiled Egg,false
foodBraisedonions,1xitem.braisedonionsItem@0,harvestcraft:braisedonionsItem,Braised Onions,false
foodBreadedporkchop,1xitem.breadedporkchopItem@0,harvestcraft:breadedporkchopItem,Breaded Porkchop,false
foodBroccolimac,1xitem.broccolimacItem@0,harvestcraft:broccolimacItem,Broccoli Mac,false
foodBroccolindip,1xitem.broccolindipItem@0,harvestcraft:broccolindipItem,Broccoli n Dip,false
foodBrownie,1xitem.brownieItem@0,harvestcraft:brownieItem,Brownie,false
foodBubblywater,1xitem.bubblywaterItem@0,harvestcraft:bubblywaterItem,Bubbly Water,false
foodButter,1xitem.butterItem@0,harvestcraft:butterItem,Butter,false
foodButteredpotato,1xitem.butteredpotatoItem@0,harvestcraft:butteredpotatoItem,Buttered Potato,false
foodCactusfruitjuice,1xitem.cactusfruitjuiceItem@0,harvestcraft:cactusfruitjuiceItem,Cactus Fruit Juice,false
foodCactusfruitjuice,1xitem.waterdrop@0,Natura:waterdrop,Cactus Juice,false
foodCactussoup,1xitem.cactussoupItem@0,harvestcraft:cactussoupItem,Cactus Soup,false
foodCalamaricooked,1xitem.calamaricookedItem@0,harvestcraft:calamaricookedItem,Cooked Calamari,false
foodCalamariraw,1xitem.calamarirawItem@0,harvestcraft:calamarirawItem,Raw Calamari,false
foodCaliforniaroll,1xitem.californiarollItem@0,harvestcraft:californiarollItem,California Roll,false
foodCandiedginger,1xitem.candiedgingerItem@0,harvestcraft:candiedgingerItem,Candied Ginger,false
foodCandiedlemon,1xitem.candiedlemonItem@0,harvestcraft:candiedlemonItem,Candied Lemon,false
foodCandiedsweetpotatoes,1xitem.candiedsweetpotatoesItem@0,harvestcraft:candiedsweetpotatoesItem,Candied Sweet Potatoes,false
foodCandiedwalnuts,1xitem.candiedwalnutsItem@0,harvestcraft:candiedwalnutsItem,Candied Walnuts,false
foodCaramel,1xitem.caramelItem@0,harvestcraft:caramelItem,Caramel,false
foodCaramelapple,1xitem.caramelappleItem@0,harvestcraft:caramelappleItem,Caramel Apple,false
foodCaramelicecream,1xitem.caramelicecreamItem@0,harvestcraft:caramelicecreamItem,Caramel Ice Cream,false
foodCarpraw,1xitem.carprawItem@0,harvestcraft:carprawItem,Raw Carp,false
foodCarrotcake,1xitem.carrotcakeItem@0,harvestcraft:carrotcakeItem,Carrot Cake,false
foodCarrotjuice,1xitem.carrotjuiceItem@0,harvestcraft:carrotjuiceItem,Carrot Juice,false
foodCarrotsoup,1xitem.carrotsoupItem@0,harvestcraft:carrotsoupItem,Carrot Soup,false
foodCashewchicken,1xitem.cashewchickenItem@0,harvestcraft:cashewchickenItem,Cashew Chicken,false
foodCatfishraw,1xitem.catfishrawItem@0,harvestcraft:catfishrawItem,Raw Catfish,false
foodCeasarsalad,1xitem.ceasarsaladItem@0,harvestcraft:ceasarsaladItem,Ceasar Salad,false
foodCeleryandpeanutbutter,1xitem.celeryandpeanutbutterItem@0,harvestcraft:celeryandpeanutbutterItem,Celery and Peanut Butter,false
foodCelerysoup,1xitem.celerysoupItem@0,harvestcraft:celerysoupItem,Celery Soup,false
foodChaitea,1xitem.chaiteaItem@0,harvestcraft:chaiteaItem,Chai Tea,false
foodChaoscookie,1xitem.chaoscookieItem@0,harvestcraft:chaoscookieItem,Chaos Cookie,false
foodCharrraw,1xitem.charrrawItem@0,harvestcraft:charrrawItem,Raw Charr,false
foodCheese,1xitem.cheeseItem@0,harvestcraft:cheeseItem,Cheese,false
foodCheeseburger,1xitem.cheeseburgerItem@0,harvestcraft:cheeseburgerItem,Cheeseburger,false
foodCheesecake,1xitem.cheesecakeItem@0,harvestcraft:cheesecakeItem,Cheesecake,false
foodCherrycheesecake,1xitem.cherrycheesecakeItem@0,harvestcraft:cherrycheesecakeItem,Cherry Cheesecake,false
foodCherrycoconutchocolatebar,1xitem.cherrycoconutchocolatebarItem@0,harvestcraft:cherrycoconutchocolatebarItem,Cherry Coconut Chocolate Bar,false
foodCherryjelly,1xitem.cherryjellyItem@0,harvestcraft:cherryjellyItem,Cherry Jelly,false
foodCherryjellysandwich,1xitem.cherryjellysandwichItem@0,harvestcraft:cherryjellysandwichItem,Cherry Jelly Sandwich,false
foodCherryjuice,1xitem.cherryjuiceItem@0,harvestcraft:cherryjuiceItem,Cherry Juice,false
foodCherrypie,1xitem.cherrypieItem@0,harvestcraft:cherrypieItem,Cherry Pie,false
foodCherrysmoothie,1xitem.cherrysmoothieItem@0,harvestcraft:cherrysmoothieItem,Cherry Smoothie,false
foodCherrysoda,1xitem.cherrysodaItem@0,harvestcraft:cherrysodaItem,Cherry Soda,false
foodCherryyogurt,1xitem.cherryyogurtItem@0,harvestcraft:cherryyogurtItem,Cherry Yogurt,false
foodChickencelerycasserole,1xitem.chickencelerycasseroleItem@0,harvestcraft:chickencelerycasseroleItem,Chicken Celery Casserole,false
foodChickencurry,1xitem.chickencurryItem@0,harvestcraft:chickencurryItem,Chicken Curry,false
foodChickengumbo,1xitem.chickengumboItem@0,harvestcraft:chickengumboItem,Chicken Gumbo,false
foodChickennoodlesoup,1xitem.chickennoodlesoupItem@0,harvestcraft:chickennoodlesoupItem,Chicken Noodle Soup,false
foodChickenparmasan,1xitem.chickenparmasanItem@0,harvestcraft:chickenparmasanItem,Chicken Parmasan,false
foodChickenpotpie,1xitem.chickenpotpieItem@0,harvestcraft:chickenpotpieItem,Chicken Pot Pie,false
foodChickensandwich,1xitem.chickensandwichItem@0,harvestcraft:chickensandwichItem,Chicken Sandwich,false
foodChikoroll,1xitem.chikorollItem@0,harvestcraft:chikorollItem,Chiko Roll,false
foodChili,1xitem.chiliItem@0,harvestcraft:chiliItem,Chili,false
foodChilichocolate,1xitem.chilichocolateItem@0,harvestcraft:chilichocolateItem,Chili Chocolate,false
foodChilipoppers,1xitem.chilipoppersItem@0,harvestcraft:chilipoppersItem,Chili Poppers,false
foodChocolatebar,1xitem.chocolatebarItem@0,harvestcraft:chocolatebarItem,Chocolate Bar,false
foodChocolatecaramelfudge,1xitem.chocolatecaramelfudgeItem@0,harvestcraft:chocolatecaramelfudgeItem,Chocolate Caramel Fudge,false
foodChocolatecherry,1xitem.chocolatecherryItem@0,harvestcraft:chocolatecherryItem,Chocolate Cherry,false
foodChocolatecookie,1xitem.chocolatebaconItem@0,harvestcraft:chocolatebaconItem,Chocolate Bacon,false
foodChocolatedonut,1xitem.chocolatedonutItem@0,harvestcraft:chocolatedonutItem,Chocolate Donut,false
foodChocolateicecream,1xitem.chocolateicecreamItem@0,harvestcraft:chocolateicecreamItem,Chocolate Ice Cream,false
foodChocolatemilk,1xitem.chocolatemilkItem@0,harvestcraft:chocolatemilkItem,Chocolate Milk,false
foodChocolatesprinklecake,1xitem.chocolatesprinklecakeItem@0,harvestcraft:chocolatesprinklecakeItem,Chocolate Spinkles Cake,false
foodChocolatestrawberry,1xitem.chocolatestrawberryItem@0,harvestcraft:chocolatestrawberryItem,Chocolate Strawberry,false
foodChocolateyogurt,1xitem.chocolateyogurtItem@0,harvestcraft:chocolateyogurtItem,Chocolate Yogurt,false
foodCinnamonappleoatmeal,1xitem.cinnamonappleoatmealItem@0,harvestcraft:cinnamonappleoatmealItem,Cinnamon Apple Oatmeal,false
foodCinnamonroll,1xitem.cinnamonrollItem@0,harvestcraft:cinnamonrollItem,Cinnamon Roll,false
foodCinnamonsugardonut,1xitem.cinnamonsugardonutItem@0,harvestcraft:cinnamonsugardonutItem,Cinnamon Sugar Donut,false
foodCitrussalad,1xitem.citrussaladItem@0,harvestcraft:citrussaladItem,Citrus Salad,false
foodClamcooked,1xitem.clamcookedItem@0,harvestcraft:clamcookedItem,Cooked Clam,false
foodClamraw,1xitem.clamrawItem@0,harvestcraft:clamrawItem,Raw Clam,false
foodCocoapowder,1xitem.cocoapowderItem@0,harvestcraft:cocoapowderItem,Cocoa Powder,false
foodCoconutmilk,1xitem.coconutmilkItem@0,harvestcraft:coconutmilkItem,Coconut Milk,false
foodCoconutshrimp,1xitem.coconutshrimpItem@0,harvestcraft:coconutshrimpItem,Coconut Shrimp,false
foodCoconutyogurt,1xitem.coconutyogurtItem@0,harvestcraft:coconutyogurtItem,Coconut Yogurt,false
foodCoffee,1xitem.coffeeItem@0,harvestcraft:coffeeItem,Cup of Coffee,false
foodCoffeeconleche,1xitem.coffeeconlecheItem@0,harvestcraft:coffeeconlecheItem,Coffee con Leche,false
foodColasoda,1xitem.colasodaItem@0,harvestcraft:colasodaItem,Cola Soda,false
foodColeslaw,1xitem.coleslawItem@0,harvestcraft:coleslawItem,Coleslaw,false
foodCornbread,1xitem.cornbreadItem@0,harvestcraft:cornbreadItem,Cornbread,false
foodCornmeal,1xitem.cornmealItem@0,harvestcraft:cornmealItem,Cornmeal,false
foodCornonthecob,1xitem.cornonthecobItem@0,harvestcraft:cornonthecobItem,Corn on the Cob,false
foodCrabcooked,1xitem.crabcookedItem@0,harvestcraft:crabcookedItem,Cooked Crab,false
foodCrabraw,1xitem.crabrawItem@0,harvestcraft:crabrawItem,Raw Crab,false
foodCranberrybar,1xitem.cranberrybarItem@0,harvestcraft:cranberrybarItem,Cranberry Bar,false
foodCranberryjelly,1xitem.cranberryjellyItem@0,harvestcraft:cranberryjellyItem,Cranberry Jelly,false
foodCranberryjellysandwich,1xitem.cranberryjellysandwichItem@0,harvestcraft:cranberryjellysandwichItem,Cranberry Jelly Sandwich,false
foodCranberryjuice,1xitem.cranberryjuiceItem@0,harvestcraft:cranberryjuiceItem,Cranberry Juice,false
foodCranberrysauce,1xitem.cranberrysauceItem@0,harvestcraft:cranberrysauceItem,Cranberry Sauce,false
foodCrayfishcooked,1xitem.crayfishcookedItem@0,harvestcraft:crayfishcookedItem,Cooked Crayfish,false
